index,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
6296,Nagi,Pinger,F,219,636-9990,ANDREWS,IN,46702,M,N,10000,3.4,0,2000,0
6297,Yukari,Terrel,F,802,907-9417,TAFTSVILLE,VT,05073,S,Y,65000,4.298331,3300,0,3300
6298,Asanobu,Wellman,M,810,690-9481,BELLEVILLE,MI,48112,M,Y,15000,3.9,0,6200,3100
6299,Patrizia,Walinsky,M,939,594-4845,YAUCO,PR,00698,M,N,60000,0.0,0,0,0
6300,Wenjin,Bebjak,F,520,845-6818,TUCSON,AZ,85754,S,N,25000,3.1025,2100,0,0
6301,Chengqi,Chown,M,303,985-9337,COLORADO SPRINGS,CO,80931,M,Y,95000,4.63,0,0,0
6302,Rodnay,Bruhl,M,971,346-8392,HALFWAY,OR,97834,S,N,95000,9.0,159,0,0
6303,Mattias,Tattersall,F,908,471-8008,TUCKAHOE,NJ,08250,S,N,85000,2.4251041,1000,0,0
6304,Surapong,Vlachantonis,F,202,441-5353,WASHINGTON,DC,20050,S,N,95000,9.0,1370,0,0
6305,Lijie,Coxon,M,267,505-7309,ELM,PA,17521,M,Y,20000,3.07,0,0,0
6306,Floyd,Lehot,M,910,382-7872,WHITE PLAINS,NC,27031,M,Y,50000,6.7814684,0,6600,3300
6307,Shambhu,Zaccone,M,360,780-8540,COPALIS CROSSING,WA,98536,S,Y,70000,0.0,0,0,0
6308,Istva,McCann,M,406,850-1216,INVERNESS,MT,59530,S,N,55000,6.9,1900,0,0
6309,Alfonso,Majors,F,816,911-1336,WHEATLAND,MO,65779,M,Y,95000,6.0,0,4200,1200
6310,Masuhiro,Koschel,M,435,213-2978,LEWISTON,UT,84320,M,N,65000,7.0,0,4950,0
6311,Boleslaw,Houtekamer,M,864,237-6329,YORK,SC,29745,M,Y,70000,7.0,0,6600,3300
6312,Karin,Tolba,F,505,235-7717,DERRY,NM,87933,S,Y,65000,5.3,3300,0,3300
6313,Olavi,Franckson,M,215,337-6158,VOWINCKEL,PA,16260,M,N,70000,3.07,0,0,0
6314,Jialin,Wiederhold,M,520,559-8317,MARICOPA,AZ,85138,S,N,20000,3.0249999,2100,0,0
6315,Xua,Merzliakova,M,210,843-1254,BLACKWELL,TX,79506,S,Y,15000,0.0,0,0,0
6316,Yousri,Addyman,M,802,142-5745,BRIDPORT,VT,05734,S,Y,45000,3.9004214,3300,0,3300
6317,Zahia,Ciesielski,F,803,901-1128,LATTA,SC,29565,S,Y,70000,7.0,3300,0,3300
6318,Jian,Tahe,M,435,180-7600,CIRCLEVILLE,UT,84723,M,N,55000,7.0,0,4950,0
6319,Atsumi,Ashish,M,864,571-9068,BEAUFORT,SC,29906,S,N,80000,7.0,3300,0,0
6320,Dines,Bracchi,F,202,933-7680,WASHINGTON,DC,20543,M,Y,65000,9.0,0,2740,1370
6321,Vinnakota,Backelin,F,267,249-2394,PRICEDALE,PA,15072,S,N,25000,3.07,0,0,0
6322,Weicheng,Usha,M,207,126-6666,TREVETT,ME,04571,M,Y,30000,8.5,0,5700,2850
6323,Amel,Antognini,M,719,803-4709,EAGLE,CO,81631,M,Y,5000,4.63,0,0,0
6324,Nayla,Iacovou,F,301,995-2047,CROCHERON,MD,21627,S,N,75000,4.75,2400,0,0
6325,Miao,Soriano,F,201,950-4259,SOUTH AMBOY,NJ,08879,S,Y,65000,2.1096876,1000,0,1500
6326,Bela,Kloeden,M,202,486-7354,WASHINGTON,DC,20420,S,Y,40000,9.0,1370,0,1370
6327,Rowan,Eidelson,M,609,331-3126,DELMONT,NJ,08314,S,N,85000,2.4251041,1000,0,0
6328,Takahito,Fanti,F,949,328-4960,WEIMAR,CA,95736,M,Y,85000,9.3,0,174,272
6329,Aimee,Maaren,M,860,774-8876,MIDDLETOWN,CT,06457,S,Y,65000,5.0,12750,0,0
6330,Malee,Staab,M,443,667-4299,RAWLINGS,MD,21557,S,N,10000,4.75,2400,0,0
6331,Chander,Swoboda,F,939,547-8500,MOROVIS,PR,00687,M,N,35000,0.0,0,0,0
6332,Bitan,Weghorst,M,830,991-8424,HOUSTON,TX,77249,M,Y,10000,0.0,0,0,0
6333,Yinghua,Menczer,M,904,549-3564,TARPON SPRINGS,FL,34688,M,N,35000,0.0,0,0,0
6334,Yalu,Cho,M,203,471-7777,STAMFORD,CT,06901,S,N,75000,5.0,12750,0,0
6335,Jia,Rady,F,252,608-4293,SUGAR GROVE,NC,28679,S,Y,95000,7.7255244,3300,0,3300
6336,Loet,Hacid,M,215,798-5228,BROWNSTOWN,PA,17508,M,Y,15000,3.07,0,0,0
6337,Ranan,Hittos,M,715,875-8455,WESTFIELD,WI,53964,M,Y,25000,4.880782,0,1400,400
6338,HweeBong,Slysz,F,612,971-7750,HOVLAND,MN,55606,S,N,75000,7.85,3300,0,0
6339,Keerthi,Hatsagi,F,225,170-1587,MANSFIELD,LA,71052,S,Y,60000,6.0,4500,0,1000
6340,Bouchaib,Appelfeller,F,304,931-8214,HUNTINGTON,WV,25727,M,Y,95000,6.5,0,4000,2000
6341,Shree,Passafiume,F,703,312-8995,LEESBURG,VA,20177,M,Y,70000,5.75,0,1800,900
6342,Truxton,Croitoru,F,870,823-8652,WYNNE,AR,72396,S,Y,30000,7.0,20,0,20
6343,Naomichi,Passino,M,616,950-9762,FULTON,MI,49052,M,Y,25000,3.9,0,6200,3100
6344,DAIDA,Ritcey,F,507,857-1758,EMMONS,MN,56029,S,N,75000,7.85,3300,0,0
6345,Kathryn,Mouaddib,F,307,416-4163,DIXON,WY,82323,S,Y,85000,0.0,0,0,0
6346,Masadi,Bertsekas,F,252,258-4994,ASH,NC,28420,M,N,40000,6.571678,0,6600,0
6347,Steven,Kamoun,M,351,730-8648,BOSTON,MA,02113,M,Y,85000,5.3,0,7150,1000
6348,Sailesh,Baumslag,F,928,339-3777,PICACHO,AZ,85141,S,Y,35000,3.2575,2100,0,2300
6349,Yogesh,Mahalanabis,M,308,852-3094,HASTINGS,NE,68901,M,Y,5000,3.0217428,0,206,103
6350,Jerold,Bas,F,304,369-8061,IVYDALE,WV,25113,M,Y,50000,5.8,0,4000,2000
6351,Siau,Zlotek,M,479,121-9972,PINDALL,AR,72669,S,Y,45000,7.0,20,0,20
6352,Sunder,Lettang,F,603,307-7963,ASHUELOT,NH,03441,S,Y,65000,0.0,0,0,0
6353,Seraphin,Arimoto,M,479,103-7523,HARTFORD,AR,72938,S,Y,5000,1.3826939,20,0,20
6354,Elio,Gerace,M,571,879-9087,VIRGILINA,VA,24598,S,Y,85000,5.75,900,0,900
6355,Joao,Bernsen,F,702,704-2332,BAKER,NV,89311,S,N,55000,0.0,0,0,0
6356,Valeska,Murai,F,207,610-2464,CLAYTON LAKE,ME,04737,M,Y,65000,8.5,0,5700,2850
6357,Taiji,Sichman,M,334,224-1308,PINSON,AL,35126,M,N,75000,5.0,0,3000,0
6358,Tzilla,Koshino,M,207,639-3613,SEAL HARBOR,ME,04675,S,N,60000,8.5,2850,0,0
6359,Abdalla,Batzoglou,M,308,773-9843,HALSEY,NE,69142,M,N,20000,5.685643,0,206,0
6360,Adina,Frederiksen,M,580,323-5366,REDBIRD,OK,74458,S,Y,85000,6.25,1000,0,1000
6361,Tino,Blom,M,610,200-1277,WEST MIDDLETOWN,PA,15379,S,N,5000,3.07,0,0,0
6362,Liane,Muchinsky,F,512,361-5694,CORPUS CHRISTI,TX,78403,M,N,55000,0.0,0,0,0
6363,Xinying,Manara,M,910,782-1051,MOUNTAIN HOME,NC,28758,S,N,95000,7.7255244,3300,0,0
6364,Sumiyasu,Zschoche,F,603,257-9953,RYE,NH,03870,M,N,80000,0.0,0,0,0
6365,Herb,Scherf,M,574,118-2013,INDIANAPOLIS,IN,46214,S,Y,50000,3.4,1000,0,1000
6366,Kun,Hilgefort,F,913,705-2499,STRONG CITY,KS,66869,M,Y,20000,4.483333,0,4500,2250
6367,Femi,Goni,F,843,692-1228,EDISTO ISLAND,SC,29438,M,N,50000,7.0,0,6600,0
6368,Pangfeng,Shanblatt,F,406,300-6259,GOLD CREEK,MT,59733,M,N,20000,6.9,0,3800,0
6369,Guangshun,Bruguera,M,918,612-9497,PEGGS,OK,74452,S,Y,85000,6.25,1000,0,1000
6370,Guochuan,Heuvel,F,330,326-3093,RIDGEWAY,OH,43345,S,Y,5000,0.712,1300,0,1300
6371,Okuhiko,Pfisterer,M,618,974-5758,OGDEN,IL,61859,M,N,50000,3.0,0,4000,0
6372,Enid,Saltman,F,618,362-1575,MENDOTA,IL,61342,M,Y,95000,3.0,0,4000,2000
6373,Bella,Kobuchi,M,605,228-3362,SIOUX FALLS,SD,57117,M,Y,95000,0.0,0,0,0
6374,Qiong,Assadi,M,781,934-6520,NORTH EASTON,MA,02356,M,N,85000,5.3,0,7150,0
6375,Corinna,Bilotta,M,253,522-3669,TACOMA,WA,98450,S,N,95000,0.0,0,0,0
6376,Siegbert,Chiodo,M,205,235-2288,GRADY,AL,36036,S,N,85000,5.0,1500,0,300
6377,Phobe,Ying,F,774,197-2822,ROCHDALE,MA,01542,S,Y,60000,5.3,3575,0,1000
6378,GuoDong,Gnutzmann,M,715,546-2921,GREEN BAY,WI,54302,M,N,40000,5.1414094,0,1400,0
6379,Katsuma,Tomek,F,317,807-5729,SHOALS,IN,47581,M,Y,20000,3.4,0,2000,1000
6380,Gudjon,Tannen,F,208,695-1638,COUNCIL,ID,83612,M,N,25000,7.8,0,6600,0
6381,Edvard,Vosburgh,F,608,616-9952,GREEN BAY,WI,54324,S,N,55000,5.4020367,700,0,0
6382,Tsang,Forte,M,605,821-3661,BRADLEY,SD,57217,S,Y,55000,0.0,0,0,0
6383,Ranato,Lamont,F,915,317-4899,HOUSTON,TX,77224,S,N,35000,0.0,0,0,0
6384,Pau,Emmes,F,202,468-1837,WASHINGTON,DC,20212,M,N,90000,9.0,0,2740,0
6385,Kiichi,Kaeli,M,585,570-9170,ALBANY,NY,12242,S,N,10000,4.011585,0,0,0
6386,Kirsty,Insfran,F,401,450-4105,PORTSMOUTH,RI,02871,M,N,90000,0.0,0,0,0
6387,Daiki,Muniz,F,702,253-1962,LAS VEGAS,NV,89139,S,Y,70000,0.0,0,0,0
6388,Abimbola,Creveuil,F,336,253-1788,OLIN,NC,28660,M,Y,100000,7.8304195,0,6600,3300
6389,Mayuri,Alhajj,F,253,367-8310,GIG HARBOR,WA,98332,M,Y,65000,0.0,0,0,0
6390,Parimala,Brockman,F,351,554-4967,BELLINGHAM,MA,02019,M,Y,40000,5.3,0,7150,1000
6391,Pal,Rosenblad,M,215,128-2731,BOBTOWN,PA,15315,M,Y,20000,3.07,0,0,0
6392,Behnaam,Calude,F,401,110-6018,WESTERLY,RI,02891,M,Y,35000,0.0,0,0,0
6393,Venkataraman,Hudlicka,M,425,653-1835,HOOPER,WA,99333,M,N,100000,0.0,0,0,0
6394,Armando,Hollenbach,M,662,328-7843,STARKVILLE,MS,39760,S,Y,5000,3.0,6000,0,1500
6395,Chuda,Whelan,F,330,986-6455,RICHMOND DALE,OH,45673,M,N,40000,1.8738205,0,2600,0
6396,Rudi,Mitrou,F,972,622-8547,KOPPERL,TX,76652,M,N,100000,0.0,0,0,0
6397,Nanchang,Swartwout,F,580,525-2172,TULSA,OK,74116,S,Y,70000,6.25,1000,0,1000
6398,Gultekin,Carzaniga,M,989,356-3793,SAGINAW,MI,48663,S,N,80000,3.9,3100,0,0
6399,Chienhua,Zisman,M,401,387-3187,HARRISVILLE,RI,02830,S,Y,60000,0.0,0,0,0
6400,Kuzuko,Double,M,754,466-7228,LAKE PLACID,FL,33862,S,Y,75000,0.0,0,0,0
6401,Haruko,Sever,F,860,383-5073,NORWALK,CT,06855,S,N,40000,5.0,12750,0,0
6402,Tsuneo,Ionescu,F,870,297-5465,HOUSTON,AR,72070,S,N,65000,7.0,20,0,0
6403,Rowan,Konstan,M,716,529-3240,VAILS GATE,NY,12584,S,Y,100000,4.5329266,0,0,1000
6404,Alaa,Oliva,F,971,673-7485,GATES,OR,97346,S,N,45000,9.0,159,0,0
6405,Tuyen,Surdo,M,731,862-9500,AFTON,TN,37616,M,Y,90000,0.0,0,0,0
6406,Kati,Kerchoff,M,502,800-9600,GULSTON,KY,40830,M,Y,65000,5.4444447,0,40,20
6407,Kazue,Nourani,F,505,300-4584,SANTA ROSA,NM,88435,S,N,25000,5.3,3300,0,0
6408,Brailey,Goft,M,660,728-1057,JAMESON,MO,64647,S,N,10000,6.0,2100,0,0
6409,Valmir,Thistlewaite,M,734,883-8308,ELBERTA,MI,49628,M,N,15000,3.9,0,6200,0
6410,Vhris,Bellosta,F,201,220-6470,SOMERSET,NJ,08875,S,Y,40000,1.7154167,1000,0,1500
6411,Alfs,Versino,M,562,342-9759,OAKLAND,CA,94623,S,N,70000,9.3,87,0,0
6412,Yihong,Tsukuda,F,216,388-2167,FRANKLIN,OH,45005,S,N,40000,1.8738205,1300,0,0
6413,Christelle,Eyre,F,860,305-6254,HARTFORD,CT,06132,M,Y,15000,5.0,0,24500,0
6414,Kenjiro,Shillner,M,580,795-3660,COLCORD,OK,74338,S,N,40000,6.25,1000,0,0
6415,Juho,Lange,F,505,801-9504,MOSQUERO,NM,87733,S,N,35000,5.3,3300,0,0
6416,Wenhui,Claffy,M,479,467-8057,PLEASANT PLAINS,AR,72568,M,N,10000,2.5778654,0,40,0
6417,Vojtech,Dervin,F,443,609-2670,CHESAPEAKE BEACH,MD,20732,M,Y,95000,4.75,0,4800,2400
6418,Corinne,Arlazarov,F,641,794-7120,EARLING,IA,51530,S,Y,10000,1.7078737,40,0,40
6419,Rafi,Kayashima,F,313,488-1749,CLARKSTON,MI,48347,S,N,10000,3.9,3100,0,0
6420,Tariq,Lindenberg,F,949,994-1359,LONG BEACH,CA,90805,M,Y,75000,9.3,0,174,272
6421,Jem,Petrovic,M,913,867-8472,EUDORA,KS,66025,S,N,20000,4.483333,2250,0,0
6422,Gilles,Himler,F,501,423-8293,DELAWARE,AR,72835,S,Y,35000,7.0,20,0,20
6423,Jamie,Ahrenberg,M,978,398-8462,ACTON,MA,01720,M,N,70000,5.3,0,7150,0
6424,Hirotaka,Luchi,F,580,606-1537,NASH,OK,73761,M,Y,20000,6.25,0,2000,1000
6425,Rafael,Hemami,F,228,334-7419,SHELBY,MS,38774,S,N,10000,5.0,6000,0,0
6426,Seong,Trachtenberg,M,843,536-4384,CLEMSON,SC,29634,M,Y,10000,5.752432,0,6600,3300
6427,Jianchen,Bracha,F,202,456-3135,WASHINGTON,DC,20211,S,Y,100000,9.0,1370,0,1370
6428,Hafedh,Kakizaki,M,701,556-1895,FAIRFIELD,ND,58627,S,Y,40000,2.2194002,3300,0,3300
6429,Ernest,Warnock,M,520,875-8161,MOHAVE VALLEY,AZ,86440,M,N,90000,4.11,0,4200,0
6430,Guoqing,Ayala,M,505,320-3858,COYOTE,NM,87012,S,N,20000,5.3,3300,0,0
6431,Reg,Inaba,F,316,138-3429,SCRANTON,KS,66537,S,N,95000,6.45,2250,0,0
6432,Shinkuro,Aseltine,F,406,944-3560,THOMPSON FALLS,MT,59873,M,Y,100000,6.9,0,3800,1900
6433,Taewoong,Wijayarathna,F,337,630-6503,MERMENTAU,LA,70556,S,Y,30000,6.0,4500,0,1000
6434,Leora,Gove,M,701,730-1130,KENMARE,ND,58746,M,Y,20000,2.1,0,6600,3300
6435,Hakim,Jereb,F,636,456-1955,MARYVILLE,MO,64468,S,N,85000,6.0,2100,0,0
6436,Naseem,Carrera,M,985,550-3076,VIOLET,LA,70092,M,Y,55000,6.0,0,9000,1000
6437,Akshar,Nguifo,M,302,409-4534,TOWNSEND,DE,19734,S,N,90000,5.95,110,0,0
6438,Lantzos,Zeleznik,M,406,921-1288,BOYD,MT,59013,M,Y,80000,6.9,0,3800,1900
6439,Felic,Dedrick,M,559,640-7616,ENCINITAS,CA,92023,S,N,30000,6.590543,87,0,0
6440,Shangping,Berregeb,F,256,879-1087,MOBILE,AL,36663,M,N,50000,5.0,0,3000,300
6441,Yutai,Medecke,M,208,631-4934,REXBURG,ID,83441,S,N,60000,7.8,3300,0,0
6442,Luciano,Tekampe,M,202,187-2986,WASHINGTON,DC,20250,S,N,15000,5.625,1370,0,0
6443,Vinton,Tschudin,M,970,611-2545,RANGELY,CO,81648,S,Y,30000,4.63,0,0,0
6444,Karlis,Rani,F,478,283-8254,ELBERTON,GA,30635,M,Y,100000,6.0,0,5400,3000
6445,Dulcineia,Assadi,F,208,724-6039,STITES,ID,83552,S,Y,100000,7.8,3300,0,3300
6446,Babette,Lazell,M,602,755-5342,SAINT MICHAELS,AZ,86511,M,N,20000,3.0249999,0,4200,0
6447,Yurdaer,Schiex,F,908,447-2631,ISLAND HEIGHTS,NJ,08732,M,Y,75000,2.267396,0,2000,1500
6448,Wing,Zompi,F,803,163-5057,KINARDS,SC,29355,M,Y,60000,7.0,0,6600,3300
6449,Hirosi,Baar,F,317,413-4114,BLOOMINGTON,IN,47408,M,Y,85000,3.4,0,2000,1000
6450,Mario,Rusinkiewicz,M,208,669-4538,HANSEN,ID,83334,M,Y,15000,5.529042,0,6600,3300
6451,Etienne,Olagunju,F,603,268-7354,WEST LEBANON,NH,03784,M,Y,70000,0.0,0,0,0
6452,Kien,Baber,F,702,482-6405,CALIENTE,NV,89008,M,N,55000,0.0,0,0,0
6453,Jiabin,Schilier,F,907,167-9088,MANOKOTAK,AK,99628,M,Y,25000,0.0,0,0,0
6454,Carlisle,McClure,F,865,840-5645,NASHVILLE,TN,37201,S,N,25000,0.0,0,0,0
6455,Alean,Jumpertz,M,939,132-6147,LA PLATA,PR,00786,S,N,15000,0.0,0,0,0
6456,Taegyun,Kohnert,F,816,380-6937,TRELOAR,MO,63378,M,N,95000,6.0,0,4200,0
6457,Tomi,Kroha,M,802,889-2173,WEST HARTFORD,VT,05084,S,N,100000,4.994672,3300,0,0
6458,Youjip,Vongsathorn,M,404,428-8122,WILLACOOCHEE,GA,31650,M,N,45000,6.0,0,5400,0
6459,Amir,Matsliach,M,334,795-9595,DEMOPOLIS,AL,36732,M,N,95000,5.0,0,3000,300
6460,Fairouz,Studzinski,M,434,187-4208,BEE,VA,24217,S,N,85000,5.75,900,0,0
6461,Aarron,Rodier,M,401,560-2733,FISKEVILLE,RI,02823,S,Y,90000,0.0,0,0,0
6462,Abdoulaye,Crouse,M,765,382-7440,IDAVILLE,IN,47950,M,Y,50000,3.4,0,2000,1000
6463,Ryohei,Phuc,M,337,901-1554,THIBODAUX,LA,70301,S,N,70000,6.0,4500,0,0
6464,Ytha,Capucciati,F,907,168-7795,TYONEK,AK,99682,S,N,15000,0.0,0,0,0
6465,Seokwon,Thorelli,M,605,425-6559,WAKONDA,SD,57073,S,Y,60000,0.0,0,0,0
6466,Avideh,Drewnowski,F,302,562-8750,MIDDLETOWN,DE,19709,M,Y,80000,5.95,0,220,110
6467,Limor,Barz,F,402,622-2680,LYNCH,NE,68746,M,Y,95000,6.84,0,206,103
6468,Geri,Sridhar,F,570,777-1508,FORT LITTLETON,PA,17223,M,N,30000,3.07,0,0,0
6469,Gail,Ilarraza,M,304,401-6662,WYOMING,WV,24898,S,N,85000,6.5,2000,0,0
6470,Geert,Kubicek,M,202,200-7908,WASHINGTON,DC,20226,M,Y,75000,9.0,0,2740,1370
6471,Eunsam,Wallenborn,M,401,474-2525,TIVERTON,RI,02878,M,Y,60000,0.0,0,0,0
6472,Boo,Saletore,F,505,764-6054,TRUTH OR CONSEQUENCES,NM,87901,M,Y,85000,5.3,0,6600,3300
6473,Dannz,Dikel,M,304,701-3289,SETH,WV,25181,M,N,5000,3.0,0,4000,0
6474,Shafeek,Golovchinsky,F,414,660-3606,WEBSTER,WI,54893,M,N,40000,5.1414094,0,1400,0
6475,Ajei,Tichkiewitch,F,423,380-4148,MEMPHIS,TN,38112,S,N,65000,0.0,0,0,0
6476,Tucker,Calmet,F,912,201-4511,CARLTON,GA,30627,S,N,35000,6.0,2700,0,0
6477,Pui,Faris,F,240,233-7739,ANDREWS AIR FORCE BASE,MD,20762,S,Y,30000,4.75,2400,0,2400
6478,Veit,Holvoet,F,848,620-8309,PATERSON,NJ,07504,S,N,35000,1.6365625,1000,0,0
6479,Chengqi,Stauner,M,913,612-8942,GRANTVILLE,KS,66429,S,Y,90000,6.45,2250,0,2250
6480,Omran,Barriere,M,989,419-2251,SAINT IGNACE,MI,49781,S,Y,60000,3.9,3100,0,3100
6481,Cecil,Spinney,F,478,880-1043,ZEBULON,GA,30295,S,N,85000,6.0,2700,0,0
6482,Sonoko,Zakrevskii,F,803,939-8844,SWANSEA,SC,29160,M,N,90000,7.0,0,6600,0
6483,Takashige,Gimarc,M,401,302-7233,PROVIDENCE,RI,02908,M,Y,20000,0.0,0,0,0
6484,Kinson,Hellendoom,M,715,871-7260,FOXBORO,WI,54836,S,Y,35000,5.0545335,700,0,400
6485,Tzvetan,Nagasawa,F,650,865-7651,SACRAMENTO,CA,94287,M,Y,95000,9.3,0,174,272
6486,Toshimasa,Flann,M,630,836-5536,CHAMPAIGN,IL,61824,S,Y,15000,3.0,2000,0,2000
6487,Jeong,Forys,M,912,577-7876,BLAIRSVILLE,GA,30514,S,Y,95000,6.0,2700,0,3000
6488,Loay,Milos,F,304,588-5032,HARPERS FERRY,WV,25425,M,N,50000,5.8,0,4000,0
6489,Terence,Kumaresan,M,503,235-1068,ADEL,OR,97620,S,N,100000,9.0,159,0,0
6490,Mamoru,Schiff,F,409,639-4535,CORPUS CHRISTI,TX,78415,S,N,60000,0.0,0,0,0
6491,Neel,Rosengren,M,313,809-5577,FRASER,MI,48026,M,Y,25000,3.9,0,6200,3100
6492,Michinao,Brockmeyer,F,802,810-3445,BARTON,VT,05822,S,N,55000,4.099376,3300,0,0
6493,Edison,Smotroff,M,787,992-4395,BOQUERON,PR,00622,M,N,45000,0.0,0,0,0
6494,Oris,Luth,M,603,904-5258,CHARLESTOWN,NH,03603,M,Y,35000,0.0,0,0,0
6495,Olac,Creusere,M,864,425-6478,NORTH,SC,29112,M,N,60000,7.0,0,6600,0
6496,Jiansan,Hollenbeck,F,718,584-4470,FRESH MEADOWS,NY,11365,M,Y,100000,4.5329266,0,0,1000
6497,Wenwey,Hofting,F,989,590-9700,NADEAU,MI,49863,M,N,15000,3.9,0,6200,0
6498,Oguz,Gram,F,860,484-4059,WILLIMANTIC,CT,06226,M,N,75000,5.0,0,24500,0
6499,Hilding,Popa,F,419,961-2253,BETTSVILLE,OH,44815,M,Y,5000,0.712,0,2600,1300
6500,Leland,Grit,M,931,516-4365,DENMARK,TN,38391,S,Y,5000,0.0,0,0,0
6501,Yufei,Nollmann,M,301,403-8519,FEDERALSBURG,MD,21632,M,Y,70000,4.75,0,4800,2400
6502,Tatsuie,Hebmann,M,515,674-9077,LUZERNE,IA,52257,M,N,20000,3.2516527,0,80,0
6503,Murugappan,Hollenbach,M,202,439-5698,WASHINGTON,DC,20429,M,Y,75000,9.0,0,2740,1370
6504,Yurij,Ozeri,M,302,979-8728,NEWARK,DE,19716,M,Y,10000,2.540909,0,220,110
6505,Sudhakar,Raver,M,219,826-3397,WANATAH,IN,46390,S,Y,45000,3.4,1000,0,1000
6506,Jordanka,Zonno,M,907,920-9695,FAIRBANKS,AK,99711,M,N,10000,0.0,0,0,0
6507,Orran,Pocholle,M,919,365-3871,REX,NC,28378,M,N,15000,6.0472026,0,6600,0
6508,Liba,Malkhi,M,435,181-5822,KANAB,UT,84741,S,N,55000,7.0,2475,0,0
6509,Glenna,Priess,F,563,310-3542,SIOUX CENTER,IA,51250,S,Y,15000,2.479763,40,0,40
6510,Rubens,Widenauer,F,419,520-8982,CHESTERVILLE,OH,43317,S,N,80000,3.2016153,1300,0,0
6511,Chung,Badache,M,308,738-9251,EDGAR,NE,68935,M,Y,15000,4.7976766,0,206,103
6512,Wenyu,Il''in,F,234,578-2841,HIGGINSPORT,OH,45131,M,N,75000,3.0356412,0,2600,0
6513,Mriganka,Leifker,M,919,614-6497,ASHEVILLE,NC,28813,M,N,35000,6.466783,0,6600,0
6514,Chittur,Meilijson,M,401,693-6318,FOSTER,RI,02825,S,Y,30000,0.0,0,0,0
6515,Houston,Barbacci,F,406,290-8646,GEYSER,MT,59447,S,Y,45000,6.9,1900,0,1900
6516,Baoling,Bachus,F,732,792-1365,KEYPORT,NJ,07735,S,Y,85000,2.4251041,1000,0,1500
6517,Misa,Piccinini,F,208,892-8326,HOWE,ID,83244,M,N,70000,7.8,0,6600,0
6518,Ida,Duijvestijn,M,336,160-7378,GOLDSBORO,NC,27530,M,Y,50000,6.7814684,0,6600,3300
6519,Ernestina,Feierbach,F,810,184-6932,PORT HURON,MI,48061,S,Y,15000,3.9,3100,0,3100
6520,Kyosun,Midorikawa,F,808,736-1672,HONOLULU,HI,96838,S,N,40000,8.25,1040,0,0
6521,Milena,Birke,M,660,451-5961,COLUMBIA,MO,65212,S,Y,10000,6.0,2100,0,1200
6522,Burghardt,Docker,F,302,582-8705,BETHEL,DE,19931,M,N,15000,2.8818183,0,220,0
6523,Toniann,Byron,F,732,520-2225,TRENTON,NJ,08603,M,N,15000,1.4,0,2000,0
6524,Jaffa,Bang,M,406,121-8488,KALISPELL,MT,59903,S,Y,5000,2.3732758,1900,0,1900
6525,Chitra,Mandell,M,202,987-6094,WASHINGTON,DC,20506,M,N,90000,9.0,0,2740,0
6526,Olle,Gupte,F,425,155-4942,FEDERAL WAY,WA,98003,M,Y,60000,0.0,0,0,0
6527,Aske,Renker,M,720,975-2560,LITTLETON,CO,80162,M,Y,95000,4.63,0,0,0
6528,Hieu,Annaratone,M,213,652-4788,SANTA ANA,CA,92703,S,Y,5000,1.0,87,0,272
6529,Sekhar,Susskind,F,704,246-9868,EAST BEND,NC,27018,S,N,90000,7.6206293,3300,0,0
6530,Martijn,Calvi,F,603,530-9280,WINNISQUAM,NH,03289,M,Y,45000,0.0,0,0,0
6531,Zhigang,Vignollet,F,916,618-8741,SAN JOSE,CA,95129,S,N,55000,9.3,87,0,0
6532,Ferran,Frtzson,F,828,972-8434,SEAGROVE,NC,27341,S,Y,55000,6.8863635,3300,0,3300
6533,Chiakang,Remp,M,404,236-5021,GRAY,GA,31032,M,N,50000,6.0,0,5400,0
6534,Chyuan,Powers,M,939,888-3672,SAN JUAN,PR,00907,S,N,25000,0.0,0,0,0
6535,Junguk,Gallivan,M,912,164-4364,TIFTON,GA,31793,M,Y,100000,6.0,0,5400,3000
6536,Monvef,Legge,M,785,595-1255,NEW CAMBRIA,KS,67470,S,Y,85000,6.45,2250,0,2250
6537,Waeil,Auinger,F,406,228-9042,LAKESIDE,MT,59922,M,Y,45000,6.9,0,3800,1900
6538,Alun,Blue,F,605,269-7002,HERMOSA,SD,57744,M,Y,55000,0.0,0,0,0
6539,Victoria,Joswig,F,814,459-9354,COOPERSBURG,PA,18036,M,Y,65000,3.07,0,0,0
6540,Kurtis,Galand,F,502,299-3301,CLINTON,KY,42031,S,Y,35000,3.7777777,20,0,20
6541,Grammati,Vines,F,605,914-5961,HOVEN,SD,57450,S,Y,95000,0.0,0,0,0
6542,Yacov,Sahnmugasundaram,M,770,527-4443,MADISON,GA,30650,M,Y,20000,6.0,0,5400,3000
6543,Tatsuie,Yonezawa,M,928,307-4462,TUCSON,AZ,85732,S,Y,60000,3.645,2100,0,2300
6544,Kazukuni,Lease,M,410,714-2177,DEALE,MD,20751,S,N,20000,4.75,2400,0,0
6545,Josyula,Handschuh,F,701,848-8772,CROSBY,ND,58730,M,Y,20000,2.1,0,6600,3300
6546,Peiyti,Blomer,M,307,734-2579,ALVA,WY,82711,M,N,50000,0.0,0,0,0
6547,Shigehito,Pell,M,208,619-2716,BANCROFT,ID,83217,M,N,60000,7.8,0,6600,0
